earliestTime,eventCount,host,hostCount,id,latestTime,modTime,"orig_index",path,rawSize,sizeOnDiskMB,sourceCount,sourcetypeCount,state
"06/14/2013:14:47:08",1531,"mon-prod-logidx-1",11,27,"06/14/2013:14:54:15","07/03/2013:18:32:00","_internal","/data/cold/_internaldb/colddb/rb_1371239655_1371239228_27_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",254701,"0.269531",7,,cold
"06/14/2013:16:27:44",16906,"mon-prod-logidx-1",15,27,"06/14/2013:16:40:49","07/03/2013:18:32:00","_internal","/data/cold/_internaldb/colddb/rb_1371246049_1371245264_27_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",3430772,"3.281250",7,,cold
"06/14/2013:16:40:55",500456,"mon-prod-logidx-1",15,27,"06/14/2013:23:19:39","06/18/2013:14:15:45","_internal","/data/cold/_internaldb/colddb/rb_1371269979_1371246055_27_3516763C-B78A-4885-8543-C9A1383A5392",104986526,"52.800781",11,,cold
"07/06/2013:09:29:21",476479,"mon-prod-logidx-1",865,272,"07/06/2013:10:56:21","07/06/2013:23:38:38","_internal","/data/cold/_internaldb/colddb/rb_1373126181_1373120961_272_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",104683233,"52.925781",16,,cold
"07/06/2013:09:07:21",0,"mon-prod-logidx-1",0,272,"07/06/2013:10:35:22","07/06/2013:23:48:10","_internal","/data/cold/_internaldb/colddb/rb_1373124922_1373119641_272_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.609375",0,,cold
"07/06/2013:08:13:20",469854,"mon-prod-logidx-1",846,271,"07/06/2013:09:29:20","07/06/2013:22:03:37","_internal","/data/cold/_internaldb/colddb/rb_1373120960_1373116400_271_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",104425636,"51.898438",17,,cold
"07/06/2013:07:44:22",482508,"mon-prod-logidx-1",854,271,"07/06/2013:09:07:20","07/06/2013:22:07:36","_internal","/data/cold/_internaldb/colddb/rb_1373119640_1373114662_271_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",107278522,"53.367188",17,,cold
"07/06/2013:06:59:20",0,"mon-prod-logidx-1",0,270,"07/06/2013:08:13:19","07/06/2013:20:28:03","_internal","/data/cold/_internaldb/colddb/rb_1373116399_1373111960_270_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.375000",0,,cold
"07/06/2013:06:23:20",470154,"mon-prod-logidx-1",857,270,"07/06/2013:07:44:21","07/06/2013:20:27:35","_internal","/data/cold/_internaldb/colddb/rb_1373114661_1373109800_270_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",104027425,"52.636719",21,,cold
"06/14/2013:15:07:03",50538,"mon-prod-logidx-1",15,26,"06/14/2013:16:24:14","07/03/2013:18:31:59","_internal","/data/cold/_internaldb/colddb/rb_1371245054_1371240423_26_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",10460345,"8.328125",12,,cold
"06/14/2013:14:46:54",1148,"mon-prod-logidx-1",10,26,"06/14/2013:14:50:42","07/03/2013:18:31:56","_internal","/data/cold/_internaldb/colddb/rb_1371239442_1371239214_26_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",204542,"0.210938",5,,cold
"06/14/2013:16:21:38",13737,"mon-prod-logidx-1",15,26,"06/14/2013:16:27:44","06/18/2013:14:15:29","_internal","/data/cold/_internaldb/colddb/rb_1371245264_1371244898_26_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",2819652,"2.765625",10,,cold
"06/14/2013:16:37:29",6615,"mon-prod-logidx-1",15,26,"06/14/2013:16:40:58","07/03/2013:18:31:54","_internal","/data/cold/_internaldb/colddb/rb_1371246058_1371245849_26_3516763C-B78A-4885-8543-C9A1383A5392",1338391,"1.800781",9,,cold
"07/06/2013:05:40:21",0,"mon-prod-logidx-1",0,269,"07/06/2013:06:59:19","07/06/2013:18:53:00","_internal","/data/cold/_internaldb/colddb/rb_1373111959_1373107221_269_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.464844",0,,cold
"07/06/2013:05:02:20",479799,"mon-prod-logidx-1",856,269,"07/06/2013:06:23:19","07/06/2013:18:48:35","_internal","/data/cold/_internaldb/colddb/rb_1373109799_1373104940_269_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",106325940,"53.074219",19,,cold
"07/06/2013:04:21:20",0,"mon-prod-logidx-1",0,268,"07/06/2013:05:40:20","07/06/2013:17:17:57","_internal","/data/cold/_internaldb/colddb/rb_1373107220_1373102480_268_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.375000",0,,cold
"07/06/2013:03:41:21",0,"mon-prod-logidx-1",0,268,"07/06/2013:05:02:19","07/06/2013:17:09:56","_internal","/data/cold/_internaldb/colddb/rb_1373104939_1373100081_268_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.152344",0,,cold
"07/06/2013:03:04:20",0,"mon-prod-logidx-1",0,267,"07/06/2013:04:21:19","07/06/2013:15:42:57","_internal","/data/cold/_internaldb/colddb/rb_1373102479_1373097860_267_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.425781",0,,cold
"07/06/2013:02:17:20",0,"mon-prod-logidx-1",0,267,"07/06/2013:03:41:20","07/06/2013:15:30:55","_internal","/data/cold/_internaldb/colddb/rb_1373100080_1373095040_267_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.332031",0,,cold
"07/06/2013:01:50:19",0,"mon-prod-logidx-1",0,266,"07/06/2013:03:04:19","07/06/2013:14:06:52","_internal","/data/cold/_internaldb/colddb/rb_1373097859_1373093419_266_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.152344",0,,cold
"07/06/2013:00:57:19",0,"mon-prod-logidx-1",0,266,"07/06/2013:02:17:19","07/06/2013:13:52:52","_internal","/data/cold/_internaldb/colddb/rb_1373095039_1373090239_266_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.613281",0,,cold
"07/06/2013:00:33:19",0,"mon-prod-logidx-1",0,265,"07/06/2013:01:50:18","07/06/2013:12:32:34","_internal","/data/cold/_internaldb/colddb/rb_1373093418_1373088799_265_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.433594",0,,cold
"07/05/2013:23:35:18",0,"mon-prod-logidx-1",0,265,"07/06/2013:00:57:18","07/06/2013:12:14:33","_internal","/data/cold/_internaldb/colddb/rb_1373090238_1373085318_265_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.332031",0,,cold
"07/05/2013:23:16:19",0,"mon-prod-logidx-1",0,264,"07/06/2013:00:33:18","07/06/2013:10:57:29","_internal","/data/cold/_internaldb/colddb/rb_1373088798_1373084179_264_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.578125",0,,cold
"07/05/2013:22:15:18",0,"mon-prod-logidx-1",0,264,"07/05/2013:23:35:17","07/06/2013:10:36:29","_internal","/data/cold/_internaldb/colddb/rb_1373085317_1373080518_264_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"14.929688",0,,cold
"07/05/2013:21:58:20",0,"mon-prod-logidx-1",0,263,"07/05/2013:23:16:18","07/06/2013:10:03:27","_internal","/data/cold/_internaldb/colddb/rb_1373084178_1373079500_263_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.414062",0,,cold
"07/05/2013:20:53:18",0,"mon-prod-logidx-1",0,263,"07/05/2013:22:15:17","07/06/2013:10:03:27","_internal","/data/cold/_internaldb/colddb/rb_1373080517_1373075598_263_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.371094",0,,cold
"07/05/2013:20:40:18",0,"mon-prod-logidx-1",0,262,"07/05/2013:21:58:19","07/06/2013:09:30:48","_internal","/data/cold/_internaldb/colddb/rb_1373079499_1373074818_262_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.398438",0,,cold
"07/05/2013:19:35:18",0,"mon-prod-logidx-1",0,262,"07/05/2013:20:53:17","07/06/2013:09:08:46","_internal","/data/cold/_internaldb/colddb/rb_1373075597_1373070918_262_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.335938",0,,cold
"07/06/2013:08:43:44",467268,"mon-prod-logidx-1",866,262,"07/06/2013:10:03:44","07/06/2013:22:50:58","_internal","/data/cold/_internaldb/colddb/rb_1373123024_1373118224_262_3516763C-B78A-4885-8543-C9A1383A5392",103989613,"52.691406",17,,cold
"07/05/2013:19:21:18",0,"mon-prod-logidx-1",0,261,"07/05/2013:20:40:17","07/06/2013:08:14:44","_internal","/data/cold/_internaldb/colddb/rb_1373074817_1373070078_261_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.597656",0,,cold
"07/05/2013:18:15:18",0,"mon-prod-logidx-1",0,261,"07/05/2013:19:35:17","07/06/2013:07:45:45","_internal","/data/cold/_internaldb/colddb/rb_1373070917_1373066118_261_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.355469",0,,cold
"07/06/2013:07:26:45",463919,"mon-prod-logidx-1",852,261,"07/06/2013:08:43:43","07/06/2013:21:14:57","_internal","/data/cold/_internaldb/colddb/rb_1373118223_1373113605_261_3516763C-B78A-4885-8543-C9A1383A5392",103391426,"51.308594",16,,cold
"07/05/2013:18:09:17",0,"mon-prod-logidx-1",0,260,"07/05/2013:19:21:17","07/06/2013:07:00:42","_internal","/data/cold/_internaldb/colddb/rb_1373070077_1373065757_260_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.742188",0,,cold
"07/05/2013:16:50:19",0,"mon-prod-logidx-1",0,260,"07/05/2013:18:15:17","07/06/2013:06:24:40","_internal","/data/cold/_internaldb/colddb/rb_1373066117_1373061019_260_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.777344",0,,cold
"07/06/2013:06:08:39",466828,"mon-prod-logidx-1",850,260,"07/06/2013:07:26:44","07/06/2013:19:38:58","_internal","/data/cold/_internaldb/colddb/rb_1373113604_1373108919_260_3516763C-B78A-4885-8543-C9A1383A5392",103963281,"51.980469",18,,cold
"06/14/2013:14:54:07",4061,"mon-prod-logidx-1",11,25,"06/14/2013:15:08:45","07/03/2013:18:31:52","_internal","/data/cold/_internaldb/colddb/rb_1371240525_1371239647_25_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",728777,"0.562500",9,,cold
"06/14/2013:14:39:48",1880,"mon-prod-logidx-1",11,25,"06/14/2013:14:46:50","07/03/2013:21:55:33","_internal","/data/cold/_internaldb/colddb/rb_1371239210_1371238788_25_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",313750,"0.308594",8,,cold
"06/14/2013:15:10:26",55539,"mon-prod-logidx-1",15,25,"06/14/2013:16:22:32","06/18/2013:14:15:29","_internal","/data/cold/_internaldb/colddb/rb_1371244952_1371240626_25_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",11812922,"9.746094",11,,cold
"06/14/2013:16:27:32",12652,"mon-prod-logidx-1",15,25,"06/14/2013:16:37:26","06/18/2013:14:15:27","_internal","/data/cold/_internaldb/colddb/rb_1371245846_1371245252_25_3516763C-B78A-4885-8543-C9A1383A5392",2551269,"2.691406",10,,cold
"07/05/2013:16:55:24",0,"mon-prod-logidx-1",0,259,"07/05/2013:18:09:16","07/06/2013:05:41:40","_internal","/data/cold/_internaldb/colddb/rb_1373065756_1373061324_259_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.289062",0,,cold
"07/05/2013:15:36:25",0,"mon-prod-logidx-1",0,259,"07/05/2013:16:50:18","07/06/2013:05:03:39","_internal","/data/cold/_internaldb/colddb/rb_1373061018_1373056585_259_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.609375",0,,cold
"07/06/2013:04:49:40",476245,"mon-prod-logidx-1",847,259,"07/06/2013:06:08:38","07/06/2013:18:03:58","_internal","/data/cold/_internaldb/colddb/rb_1373108918_1373104180_259_3516763C-B78A-4885-8543-C9A1383A5392",106152498,"52.820312",21,,cold
"07/05/2013:15:40:18",0,"mon-prod-logidx-1",0,258,"07/05/2013:16:55:23","07/06/2013:04:22:38","_internal","/data/cold/_internaldb/colddb/rb_1373061323_1373056818_258_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.464844",0,,cold
"07/05/2013:14:22:18",0,"mon-prod-logidx-1",0,258,"07/05/2013:15:36:24","07/06/2013:03:42:38","_internal","/data/cold/_internaldb/colddb/rb_1373056584_1373052138_258_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.832031",0,,cold
"07/06/2013:03:32:37",479929,"mon-prod-logidx-1",849,258,"07/06/2013:04:49:39","07/06/2013:16:26:59","_internal","/data/cold/_internaldb/colddb/rb_1373104179_1373099557_258_3516763C-B78A-4885-8543-C9A1383A5392",106850790,"52.648438",21,,cold
"07/05/2013:14:35:18",0,"mon-prod-logidx-1",0,257,"07/05/2013:15:40:17","07/06/2013:03:05:34","_internal","/data/cold/_internaldb/colddb/rb_1373056817_1373052918_257_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.597656",0,,cold
"07/05/2013:13:03:18",0,"mon-prod-logidx-1",0,257,"07/05/2013:14:22:17","07/06/2013:02:18:30","_internal","/data/cold/_internaldb/colddb/rb_1373052137_1373047398_257_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.328125",0,,cold
"07/06/2013:22:45:11",386900,"mon-prod-logidx-1",866,257,"07/07/2013:00:03:21","07/07/2013:00:03:31","_internal","/data/hot/_internaldb/db/hot_v1_257",85442316,"40.585938",14,,hot
"07/06/2013:02:14:36",473684,"mon-prod-logidx-1",848,257,"07/06/2013:03:32:36","07/06/2013:14:51:56","_internal","/data/cold/_internaldb/colddb/rb_1373099556_1373094876_257_3516763C-B78A-4885-8543-C9A1383A5392",105453462,"52.480469",19,,cold
"07/05/2013:13:19:26",0,"mon-prod-logidx-1",0,256,"07/05/2013:14:35:17","07/06/2013:01:51:27","_internal","/data/cold/_internaldb/colddb/rb_1373052917_1373048366_256_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.367188",0,,cold
"07/04/2013:14:51:31",0,"mon-prod-logidx-1",0,256,"07/04/2013:14:51:33","07/05/2013:23:37:05","_internal","/data/cold/_internaldb/colddb/rb_1372967493_1372967491_256_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"0.003906",0,,cold
"07/06/2013:21:09:08",477082,"mon-prod-logidx-1",866,256,"07/06/2013:22:45:10","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_256",105390239,"50.152344",14,,hot
"07/06/2013:00:57:35",465503,"mon-prod-logidx-1",848,256,"07/06/2013:02:14:35","07/06/2013:13:16:54","_internal","/data/cold/_internaldb/colddb/rb_1373094875_1373090255_256_3516763C-B78A-4885-8543-C9A1383A5392",103451483,"51.691406",20,,cold
"07/04/2013:14:51:31",0,"mon-prod-logidx-1",0,255,"07/04/2013:14:51:33","07/05/2013:23:18:05","_internal","/data/cold/_internaldb/colddb/rb_1372967493_1372967491_255_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"0.003906",0,,cold
"07/05/2013:11:47:53",0,"mon-prod-logidx-1",0,255,"07/05/2013:13:03:17","07/06/2013:00:58:21","_internal","/data/cold/_internaldb/colddb/rb_1373047397_1373042873_255_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.265625",0,,cold
"07/06/2013:19:33:19",475784,"mon-prod-logidx-1",866,255,"07/06/2013:21:09:07","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_255",105167002,"50.082031",14,,hot
"07/05/2013:23:37:35",469784,"mon-prod-logidx-1",848,255,"07/06/2013:00:57:34","07/06/2013:11:40:48","_internal","/data/cold/_internaldb/colddb/rb_1373090254_1373085455_255_3516763C-B78A-4885-8543-C9A1383A5392",104402751,"52.277344",19,,cold
"07/05/2013:12:06:17",0,"mon-prod-logidx-1",0,254,"07/05/2013:13:19:25","07/06/2013:00:35:10","_internal","/data/cold/_internaldb/colddb/rb_1373048365_1373043977_254_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.746094",0,,cold
"07/05/2013:10:34:53",0,"mon-prod-logidx-1",0,254,"07/05/2013:11:47:52","07/05/2013:22:16:57","_internal","/data/cold/_internaldb/colddb/rb_1373042872_1373038493_254_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.457031",0,,cold
"07/06/2013:17:57:01",473919,"mon-prod-logidx-1",866,254,"07/06/2013:19:33:18","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_254",104838324,"50.062500",17,,hot
"07/05/2013:22:18:35",470904,"mon-prod-logidx-1",852,254,"07/05/2013:23:37:34","07/06/2013:10:04:47","_internal","/data/cold/_internaldb/colddb/rb_1373085454_1373080715_254_3516763C-B78A-4885-8543-C9A1383A5392",104698810,"52.105469",21,,cold
"07/05/2013:10:53:16",0,"mon-prod-logidx-1",0,253,"07/05/2013:12:06:16","07/05/2013:21:59:56","_internal","/data/cold/_internaldb/colddb/rb_1373043976_1373039596_253_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.761719",0,,cold
"07/05/2013:09:18:59",0,"mon-prod-logidx-1",0,253,"07/05/2013:10:34:52","07/05/2013:20:54:56","_internal","/data/cold/_internaldb/colddb/rb_1373038492_1373033939_253_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.429688",0,,cold
"07/06/2013:16:20:58",475424,"mon-prod-logidx-1",866,253,"07/06/2013:17:57:00","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_253",104841895,"50.031250",17,,hot
"07/05/2013:20:58:33",482837,"mon-prod-logidx-1",851,253,"07/05/2013:22:18:34","07/06/2013:10:02:49","_internal","/data/cold/_internaldb/colddb/rb_1373080714_1373075913_253_3516763C-B78A-4885-8543-C9A1383A5392",107553332,"53.480469",18,,cold
"07/05/2013:09:40:16",0,"mon-prod-logidx-1",0,252,"07/05/2013:10:53:15","07/05/2013:20:41:56","_internal","/data/cold/_internaldb/colddb/rb_1373039595_1373035216_252_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.464844",0,,cold
"07/05/2013:07:59:51",0,"mon-prod-logidx-1",0,252,"07/05/2013:09:18:58","07/05/2013:19:36:55","_internal","/data/cold/_internaldb/colddb/rb_1373033938_1373029191_252_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.328125",0,,cold
"07/06/2013:14:44:57",476539,"mon-prod-logidx-1",866,252,"07/06/2013:16:20:57","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_252",105098071,"50.347656",17,,hot
"07/05/2013:19:38:33",469121,"mon-prod-logidx-1",852,252,"07/05/2013:20:58:32","07/06/2013:08:44:46","_internal","/data/cold/_internaldb/colddb/rb_1373075912_1373071113_252_3516763C-B78A-4885-8543-C9A1383A5392",104080184,"51.863281",19,,cold
"07/05/2013:08:24:15",0,"mon-prod-logidx-1",0,251,"07/05/2013:09:40:15","07/05/2013:19:22:53","_internal","/data/cold/_internaldb/colddb/rb_1373035215_1373030655_251_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.199219",0,,cold
"07/05/2013:06:46:50",0,"mon-prod-logidx-1",0,251,"07/05/2013:07:59:50","07/05/2013:18:16:53","_internal","/data/cold/_internaldb/colddb/rb_1373029190_1373024810_251_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.394531",0,,cold
"07/06/2013:13:08:52",477435,"mon-prod-logidx-1",866,251,"07/06/2013:14:44:56","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_251",105026568,"50.328125",19,,hot
"07/05/2013:18:21:33",471706,"mon-prod-logidx-1",850,251,"07/05/2013:19:38:32","07/06/2013:07:27:45","_internal","/data/cold/_internaldb/colddb/rb_1373071112_1373066493_251_3516763C-B78A-4885-8543-C9A1383A5392",104650717,"53.042969",21,,cold
"07/05/2013:07:09:16",0,"mon-prod-logidx-1",0,250,"07/05/2013:08:24:14","07/05/2013:18:10:52","_internal","/data/cold/_internaldb/colddb/rb_1373030654_1373026156_250_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.269531",0,,cold
"07/05/2013:05:23:41",0,"mon-prod-logidx-1",0,250,"07/05/2013:06:46:49","07/05/2013:16:51:49","_internal","/data/cold/_internaldb/colddb/rb_1373024809_1373019821_250_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.250000",0,,cold
"07/06/2013:11:33:37",473354,"mon-prod-logidx-1",866,250,"07/06/2013:13:08:51","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_250",104446733,"50.382812",19,,hot
"07/05/2013:17:03:33",474523,"mon-prod-logidx-1",852,250,"07/05/2013:18:21:32","07/06/2013:06:09:42","_internal","/data/cold/_internaldb/colddb/rb_1373066492_1373061813_250_3516763C-B78A-4885-8543-C9A1383A5392",105695499,"52.921875",21,,cold
"06/14/2013:14:46:54",1960,"mon-prod-logidx-1",11,24,"06/14/2013:14:54:04","06/18/2013:14:15:25","_internal","/data/cold/_internaldb/colddb/rb_1371239644_1371239214_24_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",357888,"0.320312",5,,cold
"06/13/2013:19:01:59",250078,"mon-prod-logidx-1",11,24,"06/14/2013:14:41:43","06/18/2013:14:15:27","_internal","/data/cold/_internaldb/colddb/rb_1371238903_1371168119_24_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",50615234,"24.460938",6,,cold
"06/14/2013:14:54:15",3448,"mon-prod-logidx-1",11,24,"06/14/2013:15:10:25","07/03/2013:18:31:50","_internal","/data/cold/_internaldb/colddb/rb_1371240625_1371239655_24_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",624650,"0.453125",5,,cold
"06/14/2013:15:10:33",68504,"mon-prod-logidx-1",15,24,"06/14/2013:16:27:30","07/03/2013:18:31:48","_internal","/data/cold/_internaldb/colddb/rb_1371245250_1371240633_24_3516763C-B78A-4885-8543-C9A1383A5392",14556946,"11.375000",10,,cold
"07/05/2013:05:50:14",0,"mon-prod-logidx-1",0,249,"07/05/2013:07:09:15","07/05/2013:16:56:50","_internal","/data/cold/_internaldb/colddb/rb_1373026155_1373021414_249_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.394531",0,,cold
"07/05/2013:03:57:41",0,"mon-prod-logidx-1",0,249,"07/05/2013:05:23:40","07/05/2013:15:37:35","_internal","/data/cold/_internaldb/colddb/rb_1373019820_1373014661_249_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.296875",0,,cold
"07/05/2013:12:14:01",5,"mon-prod-logidx-1",2,249,"07/05/2013:12:14:01","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_249",887,"0.039062",1,,hot
"07/05/2013:15:48:32",460826,"mon-prod-logidx-1",846,249,"07/05/2013:17:03:32","07/06/2013:04:50:45","_internal","/data/cold/_internaldb/colddb/rb_1373061812_1373057312_249_3516763C-B78A-4885-8543-C9A1383A5392",103741641,"51.050781",18,,cold
"07/05/2013:04:34:15",0,"mon-prod-logidx-1",0,248,"07/05/2013:05:50:13","07/05/2013:15:41:37","_internal","/data/cold/_internaldb/colddb/rb_1373021413_1373016855_248_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.589844",0,,cold
"07/05/2013:02:38:39",0,"mon-prod-logidx-1",0,248,"07/05/2013:03:57:40","07/05/2013:14:23:25","_internal","/data/cold/_internaldb/colddb/rb_1373014660_1373009919_248_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.363281",0,,cold
"07/06/2013:09:57:58",477402,"mon-prod-logidx-1",867,248,"07/06/2013:11:33:36","07/07/2013:00:03:21","_internal","/data/hot/_internaldb/db/hot_v1_248",105058369,"50.375000",18,,hot
"07/05/2013:14:35:13",502194,"mon-prod-logidx-1",863,248,"07/05/2013:15:48:31","07/06/2013:03:33:42","_internal","/data/cold/_internaldb/colddb/rb_1373057311_1373052913_248_3516763C-B78A-4885-8543-C9A1383A5392",113329750,"55.582031",18,,cold
"07/05/2013:03:18:14",0,"mon-prod-logidx-1",0,247,"07/05/2013:04:34:14","07/05/2013:14:36:26","_internal","/data/cold/_internaldb/colddb/rb_1373016854_1373012294_247_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.644531",0,,cold
"07/05/2013:01:23:38",0,"mon-prod-logidx-1",0,247,"07/05/2013:02:38:38","07/05/2013:13:04:21","_internal","/data/cold/_internaldb/colddb/rb_1373009918_1373005418_247_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.511719",0,,cold
"07/06/2013:08:39:50",466940,"mon-prod-logidx-1",864,247,"07/06/2013:09:57:57","07/06/2013:22:46:15","_internal","/data/hot/_internaldb/db/db_1373122677_1373117990_247_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",104893795,"51.726562",16,,warm
"07/05/2013:13:16:10",466681,"mon-prod-logidx-1",848,247,"07/05/2013:14:35:12","07/06/2013:02:15:39","_internal","/data/cold/_internaldb/colddb/rb_1373052912_1373048170_247_3516763C-B78A-4885-8543-C9A1383A5392",103853672,"52.550781",17,,cold
"07/05/2013:01:58:14",0,"mon-prod-logidx-1",0,246,"07/05/2013:03:18:13","07/05/2013:13:20:23","_internal","/data/cold/_internaldb/colddb/rb_1373012293_1373007494_246_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.300781",0,,cold
"07/05/2013:00:00:35",0,"mon-prod-logidx-1",0,246,"07/05/2013:01:23:37","07/05/2013:12:14:59","_internal","/data/cold/_internaldb/colddb/rb_1373005417_1373000435_246_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.515625",0,,cold
"07/06/2013:07:21:47",465752,"mon-prod-logidx-1",852,246,"07/06/2013:08:39:49","07/06/2013:21:10:11","_internal","/data/hot/_internaldb/db/db_1373117989_1373113307_246_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",104202553,"50.855469",18,,warm
"07/04/2013:14:51:31",7,"mon-prod-logidx-1",2,246,"07/04/2013:14:51:35","07/05/2013:23:38:34","_internal","/data/cold/_internaldb/colddb/rb_1372967495_1372967491_246_3516763C-B78A-4885-8543-C9A1383A5392",1257,"0.031250",1,,cold
"07/05/2013:00:42:15",0,"mon-prod-logidx-1",0,245,"07/05/2013:01:58:13","07/05/2013:12:14:59","_internal","/data/cold/_internaldb/colddb/rb_1373007493_1373002935_245_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.601562",0,,cold
"07/04/2013:22:35:37",0,"mon-prod-logidx-1",0,245,"07/05/2013:00:00:34","07/05/2013:11:49:35","_internal","/data/cold/_internaldb/colddb/rb_1373000434_1372995337_245_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"15.648438",0,,cold
"07/06/2013:06:04:45",460562,"mon-prod-logidx-1",854,245,"07/06/2013:07:21:46","07/06/2013:19:34:09","_internal","/data/hot/_internaldb/db/db_1373113306_1373108685_245_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",103263064,"50.582031",17,,warm
"07/05/2013:12:05:09",456315,"mon-prod-logidx-1",859,245,"07/05/2013:13:16:09","07/06/2013:00:58:35","_internal","/data/cold/_internaldb/colddb/rb_1373048169_1373043909_245_3516763C-B78A-4885-8543-C9A1383A5392",107212325,"51.394531",18,,cold
"07/04/2013:23:23:15",0,"mon-prod-logidx-1",0,244,"07/05/2013:00:42:14","07/05/2013:12:07:47","_internal","/data/cold/_internaldb/colddb/rb_1373002934_1372998195_244_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.207031",0,,cold
