earliestTime,eventCount,host,hostCount,id,latestTime,modTime,"orig_index",path,rawSize,sizeOnDiskMB,sourceCount,sourcetypeCount,state
"06/17/2013:22:26:25",0,"mon-prod-logidx-2",0,9,"06/25/2013:16:45:49","07/02/2013:23:26:43","windows_dc","/data/cold/windows_dc/colddb/rb_1372196749_1371525985_9_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"183.703125",0,,cold
"06/25/2013:05:13:36",10,"mon-prod-logidx-2",1,9,"06/25/2013:05:13:36","06/24/2013:19:04:01","windows_dc","/data/hot/windows_dc/db/db_1372155216_1372155216_9_3516763C-B78A-4885-8543-C9A1383A5392",1067,"0.027344",1,,warm
"07/05/2013:04:37:06",5913995,"mon-prod-logidx-2",65,98,"07/06/2013:12:00:03","07/06/2013:01:03:30","windows_dc","/data/cold/windows_dc/colddb/rb_1373130003_1373017026_98_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",5029157025,"1117.566406",4,,cold
"07/04/2013:18:30:42",5869567,"mon-prod-logidx-2",65,97,"07/05/2013:19:26:47","07/05/2013:14:33:11","windows_dc","/data/cold/windows_dc/colddb/rb_1373070407_1372980642_97_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",4944861006,"1109.984375",4,,cold
"07/04/2013:05:33:00",5822611,"mon-prod-logidx-2",65,96,"07/05/2013:09:29:51","07/05/2013:04:53:41","windows_dc","/data/cold/windows_dc/colddb/rb_1373034591_1372933980_96_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",5012815093,"1116.527344",4,,cold
"07/04/2013:04:41:34",5067600,"mon-prod-logidx-2",65,95,"07/05/2013:01:32:25","07/04/2013:18:19:49","windows_dc","/data/cold/windows_dc/colddb/rb_1373005945_1372930894_95_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",4318975335,"960.664062",4,,cold
"06/04/2013:11:23:31",0,"mon-prod-logidx-2",0,94,"07/05/2013:00:32:00","07/04/2013:14:22:45","windows_dc","/data/cold/windows_dc/colddb/rb_1373002320_1370363011_94_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"27.609375",0,,cold
"07/04/2013:14:36:50",0,"mon-prod-logidx-2",0,93,"07/04/2013:15:42:07","07/04/2013:14:22:45","windows_dc","/data/cold/windows_dc/colddb/rb_1372970527_1372966610_93_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"0.003906",0,,cold
"07/03/2013:15:57:43",0,"mon-prod-logidx-2",0,92,"07/04/2013:14:20:24","07/04/2013:14:22:48","windows_dc","/data/cold/windows_dc/colddb/rb_1372965624_1372885063_92_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"226.191406",0,,cold
"07/03/2013:13:37:58",0,"mon-prod-logidx-2",0,91,"07/04/2013:13:28:47","07/04/2013:14:22:45","windows_dc","/data/cold/windows_dc/colddb/rb_1372962527_1372876678_91_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"89.945312",0,,cold
"07/03/2013:12:03:01",330099,"mon-prod-logidx-2",65,90,"07/03/2013:21:25:05","07/03/2013:21:25:17","windows_dc","/data/cold/windows_dc/colddb/rb_1372904705_1372870981_90_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",278115261,"64.566406",4,,cold
"06/18/2013:05:00:01",4438204,"mon-prod-logidx-2",63,8,"06/25/2013:12:44:47","06/25/2013:03:34:24","windows_dc","/data/cold/windows_dc/colddb/rb_1372182287_1371549601_8_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",3818580835,"840.132812",4,,cold
"12/29/2012:09:17:21",0,"mon-prod-logidx-2",0,8,"02/28/2013:12:10:00","07/03/2013:16:02:01","windows_dc","/data/cold/windows_dc/colddb/rb_1362075000_1356794241_8_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"0.082031",0,,cold
"06/06/2013:22:36:50",2451548,"mon-prod-logidx-2",64,8,"06/26/2013:05:05:37","06/25/2013:13:37:40","windows_dc","/data/cold/windows_dc/colddb/rb_1372241137_1370576210_8_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",2047301330,"462.109375",4,,cold
"03/26/2013:18:54:37",4356138,"mon-prod-logidx-2",63,8,"06/25/2013:04:34:34","06/24/2013:23:03:00","windows_dc","/data/hot/windows_dc/db/db_1372152874_1364342077_8_3516763C-B78A-4885-8543-C9A1383A5392",3911364059,"840.648438",4,,warm
"07/03/2013:10:07:57",0,"mon-prod-logidx-2",0,89,"07/04/2013:13:21:40","07/04/2013:14:22:09","windows_dc","/data/cold/windows_dc/colddb/rb_1372962100_1372864077_89_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"81.019531",0,,cold
"05/29/2013:17:38:46",8876,"mon-prod-logidx-2",1,88,"07/01/2013:18:34:52","07/03/2013:18:30:32","windows_dc","/data/cold/windows_dc/colddb/rb_1372721692_1369867126_88_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",982980,"0.562500",1,,cold
"07/05/2013:22:00:42",6048858,"mon-prod-logidx-2",65,87,"07/07/2013:00:28:42","07/06/2013:16:48:22","windows_dc","/data/cold/windows_dc/colddb/rb_1373174922_1373079642_87_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",5012986621,"1115.160156",4,,cold
"07/02/2013:16:26:03",1447632,"mon-prod-logidx-2",65,87,"07/04/2013:11:19:35","07/03/2013:18:30:49","windows_dc","/data/cold/windows_dc/colddb/rb_1372954775_1372800363_87_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",1200316947,"272.753906",4,,cold
"07/05/2013:11:38:25",6018068,"mon-prod-logidx-2",65,86,"07/06/2013:14:26:52","07/06/2013:07:40:58","windows_dc","/data/cold/windows_dc/colddb/rb_1373138812_1373042305_86_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",5038173794,"1118.535156",4,,cold
"07/03/2013:07:22:40",0,"mon-prod-logidx-2",0,86,"07/03/2013:16:02:35","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372885355_1372854160_86_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"3.328125",0,,cold
"07/05/2013:05:20:34",5250284,"mon-prod-logidx-2",65,85,"07/06/2013:06:37:23","07/05/2013:23:13:15","windows_dc","/data/cold/windows_dc/colddb/rb_1373110643_1373019634_85_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",4499890498,"994.167969",4,,cold
"07/03/2013:07:12:44",260182,"mon-prod-logidx-2",65,85,"07/03/2013:16:00:03","07/03/2013:16:03:42","windows_dc","/data/cold/windows_dc/colddb/rb_1372885203_1372853564_85_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",212185274,"52.449219",4,,cold
"07/04/2013:21:33:23",5830349,"mon-prod-logidx-2",65,84,"07/05/2013:20:42:19","07/05/2013:15:27:46","windows_dc","/data/cold/windows_dc/colddb/rb_1373074939_1372991603_84_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",5023964583,"1116.402344",4,,cold
"05/23/2013:13:24:39",28219,"mon-prod-logidx-2",2,84,"07/01/2013:16:31:35","07/03/2013:15:40:58","windows_dc","/data/cold/windows_dc/colddb/rb_1372714295_1369333479_84_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",2945155,"2.304688",1,,cold
"07/02/2013:13:24:32",2384447,"mon-prod-logidx-2",65,83,"07/04/2013:03:20:01","07/03/2013:15:48:30","windows_dc","/data/cold/windows_dc/colddb/rb_1372926001_1372789472_83_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",2009644564,"456.222656",4,,cold
"07/04/2013:10:33:53",5827113,"mon-prod-logidx-2",65,82,"07/05/2013:14:06:25","07/05/2013:07:27:46","windows_dc","/data/cold/windows_dc/colddb/rb_1373051185_1372952033_82_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",4975913942,"1111.507812",4,,cold
"07/03/2013:04:27:24",177235,"mon-prod-logidx-2",37,82,"07/03/2013:18:35:02","07/03/2013:12:48:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372894502_1372843644_82_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",187557463,"42.289062",4,,cold
"07/03/2013:04:24:01",121622,"mon-prod-logidx-2",65,81,"07/03/2013:12:15:03","07/03/2013:12:47:43","windows_dc","/data/cold/windows_dc/colddb/rb_1372871703_1372843441_81_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",102443913,"25.406250",4,,cold
"07/04/2013:04:42:51",1214766,"mon-prod-logidx-2",65,80,"07/04/2013:14:42:25","07/04/2013:14:44:00","windows_dc","/data/cold/windows_dc/colddb/rb_1372966945_1372930971_80_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",1148651349,"252.855469",4,,cold
"07/03/2013:00:18:50",2928107,"mon-prod-logidx-2",65,80,"07/03/2013:23:57:24","07/03/2013:12:51:36","windows_dc","/data/cold/windows_dc/colddb/rb_1372913844_1372828730_80_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",2449197546,"560.238281",4,,cold
"04/09/2013:03:15:27",4439485,"mon-prod-logidx-2",63,7,"06/25/2013:07:26:59","06/24/2013:21:09:43","windows_dc","/data/cold/windows_dc/colddb/rb_1372163219_1365495327_7_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",3850808653,"839.121094",5,,cold
"06/25/2013:03:31:42",0,"mon-prod-logidx-2",0,7,"06/25/2013:10:12:24","07/02/2013:23:26:43","windows_dc","/data/cold/windows_dc/colddb/rb_1372173144_1372149102_7_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"3.480469",0,,cold
"07/03/2013:19:47:58",0,"mon-prod-logidx-2",0,79,"07/05/2013:05:07:52","07/04/2013:14:24:46","windows_dc","/data/cold/windows_dc/colddb/rb_1373018872_1372898878_79_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"31.464844",0,,cold
"07/02/2013:23:20:35",0,"mon-prod-logidx-2",0,79,"07/03/2013:07:38:38","07/03/2013:12:47:47","windows_dc","/data/cold/windows_dc/colddb/rb_1372855118_1372825235_79_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"48.066406",0,,cold
"07/03/2013:16:47:55",0,"mon-prod-logidx-2",0,78,"07/04/2013:15:24:45","07/04/2013:14:22:45","windows_dc","/data/cold/windows_dc/colddb/rb_1372969485_1372888075_78_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"197.660156",0,,cold
"07/02/2013:21:19:49",0,"mon-prod-logidx-2",0,78,"07/03/2013:06:42:16","07/03/2013:16:01:59","windows_dc","/data/cold/windows_dc/colddb/rb_1372851736_1372817989_78_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"11.968750",0,,cold
"07/06/2013:03:12:41",5525729,"mon-prod-logidx-2",65,78,"07/07/2013:04:01:13","07/07/2013:00:05:26","windows_dc","/data/hot/windows_dc/db/hot_v1_78",4688824469,"940.140625",4,,hot
"07/03/2013:13:39:09",3000580,"mon-prod-logidx-2",65,77,"07/04/2013:13:38:38","07/04/2013:14:31:47","windows_dc","/data/cold/windows_dc/colddb/rb_1372963118_1372876749_77_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",2556679597,"576.652344",4,,cold
"07/02/2013:14:13:09",3708049,"mon-prod-logidx-2",65,77,"07/03/2013:14:04:38","07/03/2013:06:45:46","windows_dc","/data/cold/windows_dc/colddb/rb_1372878278_1372792389_77_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",3226286174,"717.902344",4,,cold
"07/05/2013:17:16:07",6092831,"mon-prod-logidx-2",65,77,"07/06/2013:19:22:44","07/06/2013:14:14:12","windows_dc","/data/hot/windows_dc/db/db_1373156564_1373062567_77_3516763C-B78A-4885-8543-C9A1383A5392",5001896120,"1120.863281",4,,warm
"07/03/2013:12:29:48",274367,"mon-prod-logidx-2",65,76,"07/03/2013:21:46:15","07/03/2013:21:46:47","windows_dc","/data/cold/windows_dc/colddb/rb_1372905975_1372872588_76_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",242447843,"50.296875",3,,cold
"07/02/2013:11:32:19",173827,"mon-prod-logidx-2",31,76,"07/03/2013:14:08:11","07/02/2013:23:38:05","windows_dc","/data/cold/windows_dc/colddb/rb_1372878491_1372782739_76_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",186363876,"43.683594",4,,cold
"07/04/2013:12:51:30",5742019,"mon-prod-logidx-2",65,76,"07/06/2013:09:37:02","07/06/2013:04:05:05","windows_dc","/data/hot/windows_dc/db/db_1373121422_1372960290_76_3516763C-B78A-4885-8543-C9A1383A5392",4865829049,"1084.894531",4,,warm
"07/03/2013:11:59:59",440110,"mon-prod-logidx-2",65,75,"07/04/2013:07:40:23","07/03/2013:21:25:49","windows_dc","/data/cold/windows_dc/colddb/rb_1372941623_1372870799_75_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",392314088,"87.917969",4,,cold
"06/02/2013:15:13:57",9000,"mon-prod-logidx-2",1,75,"07/01/2013:15:33:14","07/02/2013:20:17:39","windows_dc","/data/cold/windows_dc/colddb/rb_1372710794_1370204037_75_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",998316,"0.527344",1,,cold
"07/04/2013:23:36:27",5881282,"mon-prod-logidx-2",65,75,"07/05/2013:23:44:57","07/05/2013:18:18:06","windows_dc","/data/hot/windows_dc/db/db_1373085897_1372998987_75_3516763C-B78A-4885-8543-C9A1383A5392",5001217907,"1115.261719",4,,warm
"07/03/2013:10:11:28",0,"mon-prod-logidx-2",0,74,"07/04/2013:13:21:59","07/04/2013:14:22:09","windows_dc","/data/cold/windows_dc/colddb/rb_1372962119_1372864288_74_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"86.480469",0,,cold
"07/02/2013:09:45:44",1328372,"mon-prod-logidx-2",65,74,"07/03/2013:06:31:26","07/02/2013:23:28:44","windows_dc","/data/cold/windows_dc/colddb/rb_1372851086_1372776344_74_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",1119533941,"250.632812",4,,cold
"06/03/2013:17:33:46",17645,"mon-prod-logidx-2",2,74,"07/03/2013:17:52:07","07/07/2013:00:05:20","windows_dc","/data/hot/windows_dc/db/hot_v1_74",1955597,"1.632812",1,,hot
"07/03/2013:07:24:12",2222926,"mon-prod-logidx-2",65,73,"07/04/2013:11:20:00","07/03/2013:19:00:22","windows_dc","/data/cold/windows_dc/colddb/rb_1372954800_1372854252_73_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",1881867020,"426.445312",4,,cold
"07/02/2013:04:33:58",0,"mon-prod-logidx-2",0,73,"07/03/2013:01:22:40","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372832560_1372757638_73_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"184.421875",0,,cold
"07/06/2013:03:02:41",4553286,"mon-prod-logidx-2",65,73,"07/07/2013:05:09:12","07/06/2013:22:10:01","windows_dc","/data/cold/windows_dc/colddb/rb_1373191752_1373097761_73_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",3820593349,"856.074219",4,,cold
"07/04/2013:01:46:20",5864643,"mon-prod-logidx-2",65,73,"07/05/2013:15:10:38","07/05/2013:09:18:08","windows_dc","/data/hot/windows_dc/db/db_1373055038_1372920380_73_3516763C-B78A-4885-8543-C9A1383A5392",4972716002,"1118.218750",4,,warm
"07/03/2013:07:22:38",0,"mon-prod-logidx-2",0,72,"07/03/2013:16:02:40","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372885360_1372854158_72_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"2.054688",0,,cold
"07/01/2013:19:57:18",4394144,"mon-prod-logidx-2",65,72,"07/02/2013:17:55:12","07/02/2013:11:57:06","windows_dc","/data/cold/windows_dc/colddb/rb_1372805712_1372726638_72_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",3716106446,"837.402344",4,,cold
"07/05/2013:16:52:09",6081393,"mon-prod-logidx-2",65,72,"07/06/2013:19:07:04","07/06/2013:13:52:40","windows_dc","/data/cold/windows_dc/colddb/rb_1373155624_1373061129_72_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",5022842837,"1118.957031",4,,cold
"07/04/2013:04:57:19",5999298,"mon-prod-logidx-2",65,72,"07/05/2013:03:00:15","07/04/2013:23:35:18","windows_dc","/data/hot/windows_dc/db/db_1373011215_1372931839_72_3516763C-B78A-4885-8543-C9A1383A5392",5028382835,"1123.015625",4,,warm
"07/03/2013:07:21:19",0,"mon-prod-logidx-2",0,71,"07/03/2013:16:00:04","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372885204_1372854079_71_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"1.828125",0,,cold
"07/01/2013:12:02:50",4516225,"mon-prod-logidx-2",65,71,"07/02/2013:14:04:25","07/02/2013:05:41:57","windows_dc","/data/cold/windows_dc/colddb/rb_1372791865_1372698170_71_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",3774520922,"838.878906",4,,cold
"07/05/2013:06:48:53",5903900,"mon-prod-logidx-2",65,71,"07/06/2013:11:59:51","07/06/2013:03:30:23","windows_dc","/data/cold/windows_dc/colddb/rb_1373129991_1373024933_71_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",5011545619,"1112.621094",4,,cold
"07/04/2013:04:42:53",1202330,"mon-prod-logidx-2",65,71,"07/04/2013:14:44:32","07/04/2013:14:52:14","windows_dc","/data/hot/windows_dc/db/db_1372967072_1372930973_71_3516763C-B78A-4885-8543-C9A1383A5392",1091670701,"240.167969",4,,warm
"07/03/2013:04:47:19",2849022,"mon-prod-logidx-2",65,70,"07/04/2013:03:19:56","07/03/2013:15:40:45","windows_dc","/data/cold/windows_dc/colddb/rb_1372925996_1372844839_70_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",2409331863,"545.222656",4,,cold
"06/30/2013:03:22:32",0,"mon-prod-logidx-2",0,70,"07/02/2013:11:51:02","07/03/2013:20:51:32","windows_dc","/data/cold/windows_dc/colddb/rb_1372783862_1372580552_70_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"176.382812",0,,cold
"07/04/2013:21:55:53",5885646,"mon-prod-logidx-2",65,70,"07/05/2013:22:45:44","07/05/2013:17:12:02","windows_dc","/data/cold/windows_dc/colddb/rb_1373082344_1372992953_70_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",4961883053,"1111.480469",4,,cold
"07/03/2013:11:59:40",2315101,"mon-prod-logidx-2",65,70,"07/04/2013:09:35:12","07/04/2013:14:27:10","windows_dc","/data/hot/windows_dc/db/db_1372948512_1372870780_70_3516763C-B78A-4885-8543-C9A1383A5392",1958641215,"439.632812",4,,warm
"06/25/2013:20:35:09",0,"mon-prod-logidx-2",0,6,"06/25/2013:20:35:09","07/03/2013:16:02:00","windows_dc","/data/cold/windows_dc/colddb/rb_1372210509_1372210509_6_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"0.003906",0,,cold
"06/24/2013:17:11:13",279,"mon-prod-logidx-2",3,6,"06/24/2013:22:20:52","06/24/2013:16:21:00","windows_dc","/data/hot/windows_dc/db/db_1372130452_1372111873_6_3516763C-B78A-4885-8543-C9A1383A5392",32623,"0.093750",2,,warm
"07/03/2013:04:55:21",0,"mon-prod-logidx-2",0,69,"07/03/2013:23:03:18","07/03/2013:16:01:59","windows_dc","/data/cold/windows_dc/colddb/rb_1372910598_1372845321_69_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"3.886719",0,,cold
"06/30/2013:03:04:02",136842,"mon-prod-logidx-2",65,69,"07/02/2013:02:53:50","07/01/2013:16:29:41","windows_dc","/data/cold/windows_dc/colddb/rb_1372751630_1372579442_69_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",111395635,"27.402344",4,,cold
"07/04/2013:11:42:28",5023124,"mon-prod-logidx-2",65,69,"07/05/2013:14:36:50","07/05/2013:07:48:40","windows_dc","/data/cold/windows_dc/colddb/rb_1373053010_1372956148_69_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",4215042387,"948.214844",4,,cold
"07/03/2013:07:25:29",2007935,"mon-prod-logidx-2",65,69,"07/04/2013:06:31:26","07/03/2013:20:52:05","windows_dc","/data/hot/windows_dc/db/db_1372937486_1372854329_69_3516763C-B78A-4885-8543-C9A1383A5392",1704070657,"382.167969",4,,warm
"07/04/2013:05:05:38",0,"mon-prod-logidx-2",0,68,"07/04/2013:05:05:38","07/03/2013:12:47:51","windows_dc","/data/cold/windows_dc/colddb/rb_1372932338_1372932338_68_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"0.003906",0,,cold
"06/30/2013:03:03:08",47982,"mon-prod-logidx-2",64,68,"07/02/2013:01:35:57","07/01/2013:16:19:14","windows_dc","/data/cold/windows_dc/colddb/rb_1372746957_1372579388_68_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",39576183,"9.839844",4,,cold
"06/12/2013:13:35:04",8631,"mon-prod-logidx-2",1,68,"07/02/2013:00:01:29","07/03/2013:16:13:06","windows_dc","/data/hot/windows_dc/db/db_1372741289_1371062104_68_3516763C-B78A-4885-8543-C9A1383A5392",965403,"0.582031",1,,warm
"07/03/2013:23:58:32",0,"mon-prod-logidx-2",0,67,"07/03/2013:23:58:46","07/03/2013:12:47:51","windows_dc","/data/cold/windows_dc/colddb/rb_1372913926_1372913912_67_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"0.007812",0,,cold
"06/29/2013:20:13:22",0,"mon-prod-logidx-2",0,67,"07/01/2013:22:50:52","07/03/2013:20:51:32","windows_dc","/data/cold/windows_dc/colddb/rb_1372737052_1372554802_67_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"184.128906",0,,cold
"07/02/2013:14:39:19",2562388,"mon-prod-logidx-2",65,67,"07/04/2013:03:00:10","07/03/2013:16:13:05","windows_dc","/data/hot/windows_dc/db/db_1372924810_1372793959_67_3516763C-B78A-4885-8543-C9A1383A5392",2158718784,"490.335938",4,,warm
"07/03/2013:00:18:24",3974077,"mon-prod-logidx-2",65,66,"07/03/2013:21:03:59","07/03/2013:12:56:49","windows_dc","/data/cold/windows_dc/colddb/rb_1372903439_1372828704_66_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",3310574240,"755.433594",4,,cold
"06/29/2013:20:09:52",0,"mon-prod-logidx-2",0,66,"07/01/2013:16:28:45","07/02/2013:23:26:42","windows_dc","/data/cold/windows_dc/colddb/rb_1372714125_1372554592_66_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"8.421875",0,,cold
"07/04/2013:04:43:17",645115,"mon-prod-logidx-2",65,66,"07/04/2013:15:32:58","07/04/2013:14:40:18","windows_dc","/data/cold/windows_dc/colddb/rb_1372969978_1372930997_66_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",599956363,"130.085938",4,,cold
"07/03/2013:00:24:23",3295831,"mon-prod-logidx-2",65,66,"07/03/2013:23:58:22","07/03/2013:12:59:07","windows_dc","/data/hot/windows_dc/db/db_1372913902_1372829063_66_3516763C-B78A-4885-8543-C9A1383A5392",2763570606,"633.824219",4,,warm
"07/03/2013:00:08:47",126302,"mon-prod-logidx-2",65,65,"07/03/2013:07:40:24","07/03/2013:07:43:10","windows_dc","/data/cold/windows_dc/colddb/rb_1372855224_1372828127_65_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",101041348,"24.839844",4,,cold
"07/01/2013:10:12:47",21588,"mon-prod-logidx-2",50,65,"07/02/2013:02:35:07","07/01/2013:10:16:45","windows_dc","/data/cold/windows_dc/colddb/rb_1372750507_1372691567_65_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",17515404,"4.546875",4,,cold
"07/03/2013:12:03:44",2334795,"mon-prod-logidx-2",65,65,"07/04/2013:09:09:13","07/04/2013:14:43:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372946953_1372871024_65_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",1976584991,"444.582031",4,,cold
"07/03/2013:00:14:35",81693,"mon-prod-logidx-2",65,65,"07/03/2013:07:40:25","07/03/2013:07:40:28","windows_dc","/data/hot/windows_dc/db/db_1372855225_1372828475_65_3516763C-B78A-4885-8543-C9A1383A5392",63893510,"16.281250",4,,warm
"07/02/2013:20:58:20",1185833,"mon-prod-logidx-2",65,64,"07/03/2013:17:17:03","07/03/2013:07:32:49","windows_dc","/data/cold/windows_dc/colddb/rb_1372889823_1372816700_64_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",1068862427,"238.117188",4,,cold
"06/13/2013:04:17:22",0,"mon-prod-logidx-2",0,64,"06/29/2013:20:08:40","07/02/2013:23:26:43","windows_dc","/data/cold/windows_dc/colddb/rb_1372554520_1371115042_64_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"0.210938",0,,cold
"07/03/2013:10:06:52",0,"mon-prod-logidx-2",0,64,"07/03/2013:19:02:06","07/04/2013:14:22:09","windows_dc","/data/cold/windows_dc/colddb/rb_1372896126_1372864012_64_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"2.191406",0,,cold
"07/02/2013:23:14:17",1204825,"mon-prod-logidx-2",65,64,"07/03/2013:17:17:09","07/03/2013:07:36:54","windows_dc","/data/hot/windows_dc/db/db_1372889829_1372824857_64_3516763C-B78A-4885-8543-C9A1383A5392",1078737630,"219.691406",4,,warm
"07/02/2013:19:03:45",0,"mon-prod-logidx-2",0,63,"07/03/2013:14:56:57","07/03/2013:06:40:06","windows_dc","/data/cold/windows_dc/colddb/rb_1372881417_1372809825_63_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"48.789062",0,,cold
"06/29/2013:17:42:59",0,"mon-prod-logidx-2",0,63,"07/01/2013:17:21:13","07/03/2013:20:51:32","windows_dc","/data/cold/windows_dc/colddb/rb_1372717273_1372545779_63_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"184.316406",0,,cold
"07/03/2013:07:26:12",1879548,"mon-prod-logidx-2",65,63,"07/04/2013:04:45:15","07/03/2013:19:00:51","windows_dc","/data/cold/windows_dc/colddb/rb_1372931115_1372854372_63_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",1578411801,"356.718750",4,,cold
"07/02/2013:19:23:13",840961,"mon-prod-logidx-2",65,63,"07/03/2013:15:26:46","07/03/2013:06:47:53","windows_dc","/data/hot/windows_dc/db/db_1372883206_1372810993_63_3516763C-B78A-4885-8543-C9A1383A5392",694311598,"159.828125",4,,warm
"07/02/2013:14:17:28",0,"mon-prod-logidx-2",0,62,"07/03/2013:11:07:45","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372867665_1372792648_62_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"164.359375",0,,cold
"06/30/2013:11:43:45",0,"mon-prod-logidx-2",0,62,"07/01/2013:12:40:59","07/03/2013:20:51:33","windows_dc","/data/cold/windows_dc/colddb/rb_1372700459_1372610625_62_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",0,"182.656250",0,,cold
"07/03/2013:07:19:42",0,"mon-prod-logidx-2",0,62,"07/03/2013:16:00:02","07/03/2013:20:51:31","windows_dc","/data/cold/windows_dc/colddb/rb_1372885202_1372853982_62_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"2.683594",0,,cold
"07/02/2013:14:20:03",3230110,"mon-prod-logidx-2",65,62,"07/03/2013:12:57:11","07/03/2013:03:30:44","windows_dc","/data/hot/windows_dc/db/db_1372874231_1372792803_62_3516763C-B78A-4885-8543-C9A1383A5392",2832469791,"628.453125",4,,warm
